\ell, cls, \sigma_\ell
7.750000000000000000e+02 2.318459149978885012e-02 5.475630403622300073e-03
7.760000000000000000e+02 2.301776356207772128e-02 5.473151976080878334e-03
7.770000000000000000e+02 2.257802217372283440e-02 5.470532834533341042e-03
7.780000000000000000e+02 2.318478580141275502e-02 5.467774908668316704e-03
7.790000000000000000e+02 2.287459034945637376e-02 5.464880097870069772e-03
7.800000000000000000e+02 2.417881503101488444e-02 5.461841285353759116e-03
7.810000000000000000e+02 2.337635635043578200e-02 5.458669356267512214e-03
7.820000000000000000e+02 2.366083560856487022e-02 5.455348264438818554e-03
7.830000000000000000e+02 2.448503561702920425e-02 5.451888862617644202e-03
7.840000000000000000e+02 2.328293984515736673e-02 5.448275243792826891e-03
7.850000000000000000e+02 2.312024876290365641e-02 5.444509381080939528e-03
7.860000000000000000e+02 2.231832388289201052e-02 5.440575580785807046e-03
7.870000000000000000e+02 2.309424253261598697e-02 5.436484700632788006e-03
7.880000000000000000e+02 2.289573603684032232e-02 5.432229928703597756e-03
7.890000000000000000e+02 2.288531866838897089e-02 5.427795786351075416e-03
7.900000000000000000e+02 2.300563437145118281e-02 5.423201809766202766e-03
7.910000000000000000e+02 2.312979560385121369e-02 5.418432548420852070e-03
7.920000000000000000e+02 2.316562828353593145e-02 5.413498699282060303e-03
7.930000000000000000e+02 2.448059452930562846e-02 5.408393549067273473e-03
7.940000000000000000e+02 2.293906985113121355e-02 5.403119057104576774e-03
7.950000000000000000e+02 2.303412775662798742e-02 5.397668556138063116e-03
7.960000000000000000e+02 2.228377625798308101e-02 5.392052565028042192e-03
7.970000000000000000e+02 2.316985976643450018e-02 5.386272929135352099e-03
7.980000000000000000e+02 2.171307771344066148e-02 5.380322937805209239e-03
7.990000000000000000e+02 2.290743828703673685e-02 5.374212927597706718e-03
8.000000000000000000e+02 2.399919980033008229e-02 5.367936159108186930e-03
8.010000000000000000e+02 2.353648413867111613e-02 5.361494298801134512e-03
8.020000000000000000e+02 2.201487837551744167e-02 5.354897015653436836e-03
8.030000000000000000e+02 2.384804678385468724e-02 5.348128530389588756e-03
8.040000000000000000e+02 2.302154260220601323e-02 5.341198372752333466e-03
8.050000000000000000e+02 2.273881490246191725e-02 5.334090846242743079e-03
8.060000000000000000e+02 2.231262297104699352e-02 5.326798733421680802e-03
8.070000000000000000e+02 2.335011322928093325e-02 5.319323191992455721e-03
8.080000000000000000e+02 2.272860358837363801e-02 5.311665343381418922e-03
8.090000000000000000e+02 2.243362135614255376e-02 5.303817978258656973e-03
8.100000000000000000e+02 2.355304097362743293e-02 5.295782200691014768e-03
8.110000000000000000e+02 2.287314986395835165e-02 5.287559076940359301e-03
8.120000000000000000e+02 2.223020401403696944e-02 5.279166118783813581e-03
8.130000000000000000e+02 2.149283669667664473e-02 5.270595991217592695e-03
8.140000000000000000e+02 2.224989065125593940e-02 5.261857808950917530e-03
8.150000000000000000e+02 2.294191277045613819e-02 5.252960586979106908e-03
8.160000000000000000e+02 2.128003346605511145e-02 5.243905068674211377e-03
8.170000000000000000e+02 2.248062968099996672e-02 5.234683807498165080e-03
8.180000000000000000e+02 2.203078757933721668e-02 5.225297532943163833e-03
8.190000000000000000e+02 2.215769169727188972e-02 5.215738813053219514e-03
8.200000000000000000e+02 2.086220319516995242e-02 5.206000242610715929e-03
8.210000000000000000e+02 2.255609645858945231e-02 5.196074439669870135e-03
8.220000000000000000e+02 2.175952634222829904e-02 5.185962129322238372e-03
8.230000000000000000e+02 2.237387927580924626e-02 5.175655925227178218e-03
8.240000000000000000e+02 2.267447738170546775e-02 5.165164577640986993e-03
8.250000000000000000e+02 2.215813063393578738e-02 5.154496746889958465e-03
8.260000000000000000e+02 2.212210035112460033e-02 5.143652971193140959e-03
8.270000000000000000e+02 2.024318837829507112e-02 5.132641778235040933e-03
8.280000000000000000e+02 2.166217880684163932e-02 5.121463602342963412e-03
8.290000000000000000e+02 2.134113895722972512e-02 5.110134848151635413e-03
8.300000000000000000e+02 2.106209313345414058e-02 5.098655820033210287e-03
8.310000000000000000e+02 2.087408596009006703e-02 5.087026794205214315e-03
8.320000000000000000e+02 2.265271557682830075e-02 5.075240049236380557e-03
8.330000000000000000e+02 2.043414248217170770e-02 5.063287875295603875e-03
8.340000000000000000e+02 2.117043840896009818e-02 5.051178470866483743e-03
8.350000000000000000e+02 2.109231354036667297e-02 5.038896142849911761e-03
8.360000000000000000e+02 1.986029489351976568e-02 5.026433170866506997e-03
8.370000000000000000e+02 2.240917710401672466e-02 5.013797681114120358e-03
8.380000000000000000e+02 2.004895313845580021e-02 5.000997730695181526e-03
8.390000000000000000e+02 2.032613219538133981e-02 4.988017587936374904e-03
8.400000000000000000e+02 2.162195292968361118e-02 4.974888949716080311e-03
8.410000000000000000e+02 1.976121725120285819e-02 4.961603896782990075e-03
8.420000000000000000e+02 2.135400030100150989e-02 4.948170281090255238e-03
8.430000000000000000e+02 2.045271708441975117e-02 4.934588017854756037e-03
8.440000000000000000e+02 2.013682999548495334e-02 4.920880615418285649e-03
8.450000000000000000e+02 2.126523221210606038e-02 4.907024273607677595e-03
8.460000000000000000e+02 1.918054346132022289e-02 4.893034548161114689e-03
8.470000000000000000e+02 1.978246595937140778e-02 4.878895492828186527e-03
8.480000000000000000e+02 2.016313096997544158e-02 4.864614732354993233e-03
8.490000000000000000e+02 1.885377506316444907e-02 4.850184145936051877e-03
8.500000000000000000e+02 2.056900624695912408e-02 4.835595600137641663e-03
8.510000000000000000e+02 2.008066801124828646e-02 4.820864460287500181e-03
8.520000000000000000e+02 1.953745042230077555e-02 4.805982489258433556e-03
8.530000000000000000e+02 1.989642640174263052e-02 4.790957093547267356e-03
8.540000000000000000e+02 1.899733789476520940e-02 4.775787804491379851e-03
8.550000000000000000e+02 1.976108011658759753e-02 4.760497610669618858e-03
8.560000000000000000e+02 1.870922807605505597e-02 4.745070307793520376e-03
8.570000000000000000e+02 1.827998223312245901e-02 4.729528807556186189e-03
8.580000000000000000e+02 1.882404891723685886e-02 4.713872501531609673e-03
8.590000000000000000e+02 1.930024120620641229e-02 4.698100756003710347e-03
8.600000000000000000e+02 1.971252378679344205e-02 4.682212911452906037e-03
8.610000000000000000e+02 1.916748155408901436e-02 4.666216103916060592e-03
8.620000000000000000e+02 1.949368116700381237e-02 4.650101798423487282e-03
8.630000000000000000e+02 1.825704132974024368e-02 4.633884899457211409e-03
8.640000000000000000e+02 1.809941423752439715e-02 4.617556820153779183e-03
8.650000000000000000e+02 1.824210887170715778e-02 4.601116768815308872e-03
8.660000000000000000e+02 1.868163723984594959e-02 4.584579574727635359e-03
8.670000000000000000e+02 1.796238064801698037e-02 4.567928748179820794e-03
8.680000000000000000e+02 1.896166452768073205e-02 4.551171242777799289e-03
8.690000000000000000e+02 1.794058417785976758e-02 4.534313991024805507e-03
8.700000000000000000e+02 1.818928309673648047e-02 4.517348243585960453e-03
8.710000000000000000e+02 1.834103893970530710e-02 4.500280882357544400e-03
8.720000000000000000e+02 1.670526722029936489e-02 4.483118771907727319e-03
8.730000000000000000e+02 1.718756262598001433e-02 4.465853080803090444e-03
8.740000000000000000e+02 1.738321410934992942e-02 4.448498468990604547e-03
8.750000000000000000e+02 1.726406717774344943e-02 4.431053902255031006e-03
8.760000000000000000e+02 1.646808918581556258e-02 4.413526172550525165e-03
8.770000000000000000e+02 1.652749580942048865e-02 4.395914206241724118e-03
8.780000000000000000e+02 1.670033198084766232e-02 4.378240489293684819e-03
8.790000000000000000e+02 1.736156315406303663e-02 4.360488208697077886e-03
8.800000000000000000e+02 1.655776758700946635e-02 4.342671975716542489e-03
8.810000000000000000e+02 1.683518463990144043e-02 4.324782787887461975e-03
8.820000000000000000e+02 1.702319761323973016e-02 4.306835247934662561e-03
8.830000000000000000e+02 1.689612210614706289e-02 4.288820313408516632e-03
8.840000000000000000e+02 1.615817770611593929e-02 4.270736790434651563e-03
8.850000000000000000e+02 1.514826873269277917e-02 4.252591364488410818e-03
8.860000000000000000e+02 1.642454671406583591e-02 4.234382814174535159e-03
8.870000000000000000e+02 1.580047171011313839e-02 4.216109894554092262e-03
8.880000000000000000e+02 1.618930878861264341e-02 4.197787188451910026e-03
8.890000000000000000e+02 1.483518719884329394e-02 4.179397582551298493e-03
8.900000000000000000e+02 1.573541344621498528e-02 4.160963586763388906e-03
8.910000000000000000e+02 1.592649879868309609e-02 4.142475985173705265e-03
8.920000000000000000e+02 1.477355762314520697e-02 4.123941425030657262e-03
8.930000000000000000e+02 1.429446217010770306e-02 4.105358598247700434e-03
8.940000000000000000e+02 1.455334945219589546e-02 4.086742132021328744e-03
8.950000000000000000e+02 1.494816597438826389e-02 4.068074756141134597e-03
8.960000000000000000e+02 1.424666904284688750e-02 4.049379092578082005e-03
8.970000000000000000e+02 1.355490497561286437e-02 4.030645829312160845e-03
8.980000000000000000e+02 1.496566125314109132e-02 4.011881632073137013e-03
8.990000000000000000e+02 1.392693375427220444e-02 3.993093189612970800e-03
9.000000000000000000e+02 1.482620927145024935e-02 3.974279174645367445e-03
9.010000000000000000e+02 1.464501174164902983e-02 3.955438320074222691e-03
9.020000000000000000e+02 1.367255017391199624e-02 3.936585783299443794e-03
9.030000000000000000e+02 1.429810914176560428e-02 3.917720726475856438e-03
9.040000000000000000e+02 1.341936757308086897e-02 3.898842298861452099e-03
9.050000000000000000e+02 1.355502026813211469e-02 3.879957737878914070e-03
9.060000000000000000e+02 1.418938372918428920e-02 3.861066204731497618e-03
9.070000000000000000e+02 1.474581223907505192e-02 3.842183102643205884e-03
9.080000000000000000e+02 1.394186277249424150e-02 3.823299508305635051e-03
9.090000000000000000e+02 1.276359372955809118e-02 3.804422742658212283e-03
9.100000000000000000e+02 1.335084065658171011e-02 3.785552003555211001e-03
9.110000000000000000e+02 1.305273089215698394e-02 3.766694660723135610e-03
9.120000000000000000e+02 1.291854821418026572e-02 3.747858131119197276e-03
9.130000000000000000e+02 1.241532099869312351e-02 3.729041671543856760e-03
9.140000000000000000e+02 1.355458773941595890e-02 3.710244532125922014e-03
9.150000000000000000e+02 1.264775515186354268e-02 3.691465956279388252e-03
9.160000000000000000e+02 1.266944260278175111e-02 3.672721688400852700e-03
9.170000000000000000e+02 1.196109753801349873e-02 3.654002780499464482e-03
9.180000000000000000e+02 1.225939379038682754e-02 3.635308503178018638e-03
9.190000000000000000e+02 1.225812221528433874e-02 3.616654721588804730e-03
9.200000000000000000e+02 1.252441831027894734e-02 3.598040790046340247e-03
9.210000000000000000e+02 1.149818419252739490e-02 3.579457727917893361e-03
9.220000000000000000e+02 1.140793764940331578e-02 3.560921530643168173e-03
9.230000000000000000e+02 1.186614434148472799e-02 3.542439955869521647e-03
9.240000000000000000e+02 1.182713951648348139e-02 3.523995682824222330e-03
9.250000000000000000e+02 1.131296265026825003e-02 3.505613243752778684e-03
9.260000000000000000e+02 1.138998279111477774e-02 3.487283712727949018e-03
9.270000000000000000e+02 1.122641461872533192e-02 3.469014958490930587e-03
9.280000000000000000e+02 1.045733317536066097e-02 3.450814917432393041e-03
9.290000000000000000e+02 1.069953040639964534e-02 3.432683129387430199e-03
9.300000000000000000e+02 1.099140661701709584e-02 3.414619135160219202e-03
9.310000000000000000e+02 1.060159271978033078e-02 3.396622476573351711e-03
9.320000000000000000e+02 1.045334711626295411e-02 3.378709732845122399e-03
9.330000000000000000e+02 1.127112869650696153e-02 3.360872018567020308e-03
9.340000000000000000e+02 1.110602679792547717e-02 3.343117486983536012e-03
9.350000000000000000e+02 9.792717441506020373e-03 3.325445793425516050e-03
9.360000000000000000e+02 1.064492588148571034e-02 3.307856595902979816e-03
9.370000000000000000e+02 1.064470651925743076e-02 3.290358162845585712e-03
9.380000000000000000e+02 9.627528822359206553e-03 3.272950212332864997e-03
9.390000000000000000e+02 1.040717874191810811e-02 3.255641109853511794e-03
9.400000000000000000e+02 1.000661480633850860e-02 3.238421972863800378e-03
9.410000000000000000e+02 9.775141693963896108e-03 3.221309891233525239e-03
9.420000000000000000e+02 9.192934830456809051e-03 3.204296008510118532e-03
9.430000000000000000e+02 9.153599928580252731e-03 3.187388833599565877e-03
9.440000000000000000e+02 9.455966019890705079e-03 3.170588217439495454e-03
9.450000000000000000e+02 9.086531497893965761e-03 3.153902769411669454e-03
9.460000000000000000e+02 8.770375979959972937e-03 3.137323632017939307e-03
9.470000000000000000e+02 9.314798708293986831e-03 3.120868251260702948e-03
9.480000000000000000e+02 9.570329535570791524e-03 3.104527797137078722e-03
9.490000000000000000e+02 9.264004042759267643e-03 3.088302198364982227e-03
9.500000000000000000e+02 9.363658757782429218e-03 3.072209079951562088e-03
9.510000000000000000e+02 8.859999633229549004e-03 3.056239703441253688e-03
9.520000000000000000e+02 9.145832395428366707e-03 3.040394456838264349e-03
9.530000000000000000e+02 8.574196079728115677e-03 3.024682714378615182e-03
9.540000000000000000e+02 8.991004044539748982e-03 3.009096094390553700e-03
9.550000000000000000e+02 8.602894762439729226e-03 2.993652959965661942e-03
9.560000000000000000e+02 8.535480186873698610e-03 2.978344963404450790e-03
9.570000000000000000e+02 8.389656972422701933e-03 2.963181636720238661e-03
9.580000000000000000e+02 8.581304711483429132e-03 2.948154611748088089e-03
9.590000000000000000e+02 8.455912762381469910e-03 2.933273470717256103e-03
9.600000000000000000e+02 8.027246251149587272e-03 2.918547872529360463e-03
9.610000000000000000e+02 8.295798393613119590e-03 2.903969469532199314e-03
9.620000000000000000e+02 7.969778008576148751e-03 2.889547967273632841e-03
9.630000000000000000e+02 7.795873447810303634e-03 2.875284070071845548e-03
9.640000000000000000e+02 7.595596636001943416e-03 2.861178487216220739e-03
9.650000000000000000e+02 7.751061797162292835e-03 2.847231932692687820e-03
9.660000000000000000e+02 7.667746093263949105e-03 2.833445124894422903e-03
9.670000000000000000e+02 7.790435440484971483e-03 2.819827924661798962e-03
9.680000000000000000e+02 7.478987212606665221e-03 2.806371950764019810e-03
9.690000000000000000e+02 7.637819603087926505e-03 2.793087100981418193e-03
9.700000000000000000e+02 7.751461837993951429e-03 2.779974151784332659e-03
9.710000000000000000e+02 7.394117534540964841e-03 2.767024682370811638e-03
9.720000000000000000e+02 7.433731810219851126e-03 2.754248640253500763e-03
9.730000000000000000e+02 7.161805736136522653e-03 2.741646804020582244e-03
9.740000000000000000e+02 7.260440165825726364e-03 2.729229191316746416e-03
9.750000000000000000e+02 7.269989707216211947e-03 2.716978112657470693e-03
9.760000000000000000e+02 7.403309898692096713e-03 2.704903569191083410e-03
9.770000000000000000e+02 7.002985372495062338e-03 2.693015611480551082e-03
9.780000000000000000e+02 7.150362390430604030e-03 2.681305755076356188e-03
9.790000000000000000e+02 7.173020867638868307e-03 2.669774764652623096e-03
9.800000000000000000e+02 6.927808862160201447e-03 2.658432713165749615e-03
9.810000000000000000e+02 6.598195822246921000e-03 2.647271064565109855e-03
9.820000000000000000e+02 6.908382388755314636e-03 2.636290566899617428e-03
9.830000000000000000e+02 6.542961268088842708e-03 2.625491961598386183e-03
9.840000000000000000e+02 7.186027583829821506e-03 2.614885335533769124e-03
9.850000000000000000e+02 6.792728492837626225e-03 2.604462079500257168e-03
9.860000000000000000e+02 6.919114792969936756e-03 2.594222908907805984e-03
9.870000000000000000e+02 6.399821557325839974e-03 2.584177907261818626e-03
9.880000000000000000e+02 7.016704919568579613e-03 2.574318406142754763e-03
9.890000000000000000e+02 6.687734574397685532e-03 2.564645087176399291e-03
9.900000000000000000e+02 6.261999786214196909e-03 2.555158619428047131e-03
9.910000000000000000e+02 6.447904072141241727e-03 2.545859658490734739e-03
9.920000000000000000e+02 6.296890769265794593e-03 2.536758255188031799e-03
9.930000000000000000e+02 6.133035909140645801e-03 2.527836220841129557e-03
9.940000000000000000e+02 5.944124274573889082e-03 2.519112987843262052e-03
9.950000000000000000e+02 6.319442643605436075e-03 2.510570315115251330e-03
9.960000000000000000e+02 6.015613210191488730e-03 2.502218191042614084e-03
9.970000000000000000e+02 6.212584471368329947e-03 2.494057170489218274e-03
9.980000000000000000e+02 6.158397736500139871e-03 2.486087788137986403e-03
9.990000000000000000e+02 6.481761733468365851e-03 2.478301126914846282e-03
1.000000000000000000e+03 5.793586081281164833e-03 2.470707107526702324e-03
1.001000000000000000e+03 5.902828209267491077e-03 2.463287336372635677e-03
1.002000000000000000e+03 5.725164634557225810e-03 2.456061119077266111e-03
1.003000000000000000e+03 6.065207586917861944e-03 2.449010014674974072e-03
1.004000000000000000e+03 5.963939380936264002e-03 2.442143854172310925e-03
1.005000000000000000e+03 5.748344245520627983e-03 2.435444162685016650e-03
1.006000000000000000e+03 5.863081834848302490e-03 2.428930156068756594e-03
1.007000000000000000e+03 5.976676693480969908e-03 2.422583327132011872e-03
1.008000000000000000e+03 5.793919514205559014e-03 2.416413421929969763e-03
1.009000000000000000e+03 5.958320012053340553e-03 2.410420738142067792e-03
1.010000000000000000e+03 5.907207107564122796e-03 2.404586738695747589e-03
1.011000000000000000e+03 6.069417915553516375e-03 2.398930508431875233e-03
1.012000000000000000e+03 5.729793763683321828e-03 2.393433489223135459e-03
1.013000000000000000e+03 5.948979129954007697e-03 2.388095926305184268e-03
1.014000000000000000e+03 5.765771922242005250e-03 2.382936804654383050e-03
1.015000000000000000e+03 5.656549724174617273e-03 2.377928168668306825e-03
1.016000000000000000e+03 5.933127081556827977e-03 2.373088952633224669e-03
1.017000000000000000e+03 5.597571425030858569e-03 2.368419293026336348e-03
1.018000000000000000e+03 5.657470030656971266e-03 2.363900613767656866e-03
1.019000000000000000e+03 5.531741918711406171e-03 2.359542396796256939e-03
1.020000000000000000e+03 5.738049338310480599e-03 2.355344739010809679e-03
1.021000000000000000e+03 5.489349641573239118e-03 2.351298403133438020e-03
1.022000000000000000e+03 5.701208212625017563e-03 2.347403476016683178e-03
1.023000000000000000e+03 5.683359564586246485e-03 2.343641449850089944e-03
1.024000000000000000e+03 5.342903990193920323e-03 2.340030996810803492e-03
1.025000000000000000e+03 5.560946574982676693e-03 2.336544362182461834e-03
1.026000000000000000e+03 5.785818993442467043e-03 2.333200172240361414e-03
1.027000000000000000e+03 5.616852019600215851e-03 2.329979994365887191e-03
1.028000000000000000e+03 5.583708720260169810e-03 2.326883931596095915e-03
1.029000000000000000e+03 5.396039310510266848e-03 2.323930480059528680e-03
1.030000000000000000e+03 5.846242070354855380e-03 2.321092059300183114e-03
1.031000000000000000e+03 5.586423282532770700e-03 2.318387120096010705e-03
1.032000000000000000e+03 5.010682927906599457e-03 2.315797349243112375e-03
1.033000000000000000e+03 5.372728602981633600e-03 2.313341105079812481e-03
1.034000000000000000e+03 5.411513984789133661e-03 2.311000111170039006e-03
1.035000000000000000e+03 5.546001880029533676e-03 2.308783525739919063e-03
1.036000000000000000e+03 5.532357353467780119e-03 2.306673165947790635e-03
1.037000000000000000e+03 5.389874534320334733e-03 2.304660048302489654e-03
1.038000000000000000e+03 5.419180653429096425e-03 2.302762398851848549e-03
1.039000000000000000e+03 5.904887004200544583e-03 2.300962164984444221e-03
1.040000000000000000e+03 5.669841255451184628e-03 2.299250446113734574e-03
1.041000000000000000e+03 5.092812406908925338e-03 2.297636391992331426e-03
1.042000000000000000e+03 5.373370995772316742e-03 2.296111124106693224e-03
1.043000000000000000e+03 5.696610236186985289e-03 2.294665835254678776e-03
1.044000000000000000e+03 5.774752678605553878e-03 2.293318582178333672e-03
1.045000000000000000e+03 5.527848924728346117e-03 2.292051612347745671e-03
1.046000000000000000e+03 5.408097198820439877e-03 2.290865107862492377e-03
1.047000000000000000e+03 5.516438480735622561e-03 2.289759244020824966e-03
1.048000000000000000e+03 5.300579937869527407e-03 2.288734189147868543e-03
1.049000000000000000e+03 5.628687299789808703e-03 2.287781280134531473e-03
1.050000000000000000e+03 5.662528136527240907e-03 2.286900736305555286e-03
1.051000000000000000e+03 5.649977144089260092e-03 2.286083917072211959e-03
1.052000000000000000e+03 5.485549522885499810e-03 2.285330731264133362e-03
1.053000000000000000e+03 5.502382294877592069e-03 2.284641013152964410e-03
1.054000000000000000e+03 5.389648043365872013e-03 2.284014595871797660e-03
1.055000000000000000e+03 5.555745129615756450e-03 2.283433928984654037e-03
1.056000000000000000e+03 5.373325126025304752e-03 2.282907647676816511e-03
1.057000000000000000e+03 5.587250184292160728e-03 2.282427004536783342e-03
1.058000000000000000e+03 5.603979166269705721e-03 2.281991965695400089e-03
1.059000000000000000e+03 5.623508357653202346e-03 2.281593896884402846e-03
1.060000000000000000e+03 5.398143851206785825e-03 2.281241409368467768e-03
1.061000000000000000e+03 5.545872780240758589e-03 2.280925913913546023e-03
1.062000000000000000e+03 5.642040608341087650e-03 2.280647443780164322e-03
1.063000000000000000e+03 5.591709999313262611e-03 2.280397523749676421e-03
1.064000000000000000e+03 5.337555138299361450e-03 2.280176255069260496e-03
1.065000000000000000e+03 5.451270735431786897e-03 2.279975276595657026e-03
1.066000000000000000e+03 5.683607294589591678e-03 2.279803195628677705e-03
1.067000000000000000e+03 5.599080001117062375e-03 2.279643279805118779e-03
1.068000000000000000e+03 5.451209713960099637e-03 2.279512549210658320e-03
1.069000000000000000e+03 5.643683934160541489e-03 2.279385991846538152e-03
1.070000000000000000e+03 5.530925442302846162e-03 2.279280601237154962e-03
1.071000000000000000e+03 5.795842324434162529e-03 2.279179892091204827e-03
1.072000000000000000e+03 5.703179665551794293e-03 2.279092461209450329e-03
1.073000000000000000e+03 5.799186373667364856e-03 2.279001979106622285e-03
1.074000000000000000e+03 5.556491608407451363e-03 2.278917059718958173e-03
1.075000000000000000e+03 5.544101781924449732e-03 2.278829758839279618e-03
1.076000000000000000e+03 6.035400130866014866e-03 2.278748637960007449e-03
1.077000000000000000e+03 5.504073377071484231e-03 2.278657604313427763e-03
1.078000000000000000e+03 5.357142019252688486e-03 2.278565233960656595e-03
1.079000000000000000e+03 5.780471422862551098e-03 2.278455582815663329e-03
1.080000000000000000e+03 5.814653614199652432e-03 2.278345359391042730e-03
1.081000000000000000e+03 5.440306571582196292e-03 2.278218698708469377e-03
1.082000000000000000e+03 5.610119592174734812e-03 2.278076058548707521e-03
1.083000000000000000e+03 5.529520519904117595e-03 2.277917890651530355e-03
1.084000000000000000e+03 5.409548161936495597e-03 2.277744640634186274e-03
1.085000000000000000e+03 5.608241828382468444e-03 2.277548736957766412e-03
1.086000000000000000e+03 5.323813167266883660e-03 2.277330676857191975e-03
1.087000000000000000e+03 5.778914164169622787e-03 2.277090950396009131e-03
1.088000000000000000e+03 5.721518822286315517e-03 2.276822092992065397e-03
1.089000000000000000e+03 5.493664757442111302e-03 2.276524642831176132e-03
1.090000000000000000e+03 5.497117449247710362e-03 2.276199129883975120e-03
1.091000000000000000e+03 5.495824474783936840e-03 2.275846075912657442e-03
1.092000000000000000e+03 5.860922831863822798e-03 2.275458129307096448e-03
1.093000000000000000e+03 5.459613289417364519e-03 2.275035855839329432e-03
1.094000000000000000e+03 5.908671545538363504e-03 2.274579812074971168e-03
1.095000000000000000e+03 5.708331831809365826e-03 2.274090545426314669e-03
1.096000000000000000e+03 5.824703672391619465e-03 2.273560808303706510e-03
1.097000000000000000e+03 5.548908849089954562e-03 2.272998954605320605e-03
1.098000000000000000e+03 5.262378831649646566e-03 2.272397756689594449e-03
1.099000000000000000e+03 5.397426109021861290e-03 2.271750053843198027e-03
1.100000000000000000e+03 5.743842967991952091e-03 2.271071879681483847e-03
1.101000000000000000e+03 5.432992748969873303e-03 2.270340597074258990e-03
1.102000000000000000e+03 5.698635700837065970e-03 2.269571924997922617e-03
1.103000000000000000e+03 5.848026146334572156e-03 2.268750753747047783e-03
1.104000000000000000e+03 5.921879466024427066e-03 2.267892658227826930e-03
1.105000000000000000e+03 5.550043794894554856e-03 2.266982585799712843e-03
1.106000000000000000e+03 5.434079512919906714e-03 2.266020820867433155e-03
1.107000000000000000e+03 5.589661853986932494e-03 2.265015223726516043e-03
1.108000000000000000e+03 5.578274874947432467e-03 2.263950874712799405e-03
1.109000000000000000e+03 5.778868385658650353e-03 2.262843184832672664e-03
1.110000000000000000e+03 5.602699931682345903e-03 2.261677284895926426e-03
1.111000000000000000e+03 5.643837694400199306e-03 2.260460983449564133e-03
1.112000000000000000e+03 5.596773177283472823e-03 2.259187010524632121e-03
1.113000000000000000e+03 5.240208369114565841e-03 2.257863123733102034e-03
1.114000000000000000e+03 5.834545876375927566e-03 2.256482066908005370e-03
1.115000000000000000e+03 5.731417779190104735e-03 2.255044092393735343e-03
1.116000000000000000e+03 5.728702740428707509e-03 2.253549442845924518e-03
1.117000000000000000e+03 5.517524234738361774e-03 2.251998351292093352e-03
1.118000000000000000e+03 5.604094888081050975e-03 2.250391041187663546e-03
1.119000000000000000e+03 5.611644337088294611e-03 2.248720329837421324e-03
1.120000000000000000e+03 5.419027890303432411e-03 2.246986464054694273e-03
1.121000000000000000e+03 5.636376210929829392e-03 2.245197048456512665e-03
1.122000000000000000e+03 5.655178261351989817e-03 2.243344912227643231e-03
1.123000000000000000e+03 5.841892731552099718e-03 2.241430270401525374e-03
1.124000000000000000e+03 5.739757127607151253e-03 2.239460655847777537e-03
1.125000000000000000e+03 5.651839021407725067e-03 2.237421592033831536e-03
1.126000000000000000e+03 5.985147055768234338e-03 2.235313300346388442e-03
1.127000000000000000e+03 5.696312261910153538e-03 2.233150571551492485e-03
1.128000000000000000e+03 5.802682695992593398e-03 2.230926251346986456e-03
1.129000000000000000e+03 5.504732482977826163e-03 2.228633223684177780e-03
1.130000000000000000e+03 5.557836477236044979e-03 2.226286173919494755e-03
1.131000000000000000e+03 5.435258987313814141e-03 2.223870708941849857e-03
1.132000000000000000e+03 5.569967621132133895e-03 2.221394213555802615e-03
1.133000000000000000e+03 5.487358888347364759e-03 2.218856795034059807e-03
1.134000000000000000e+03 5.232854132356571340e-03 2.216251338684735884e-03
1.135000000000000000e+03 5.618123846580076047e-03 2.213585162267633476e-03
1.136000000000000000e+03 5.607524779877624301e-03 2.210858340024641263e-03
1.137000000000000000e+03 5.591276622623774645e-03 2.208063754504457302e-03
1.138000000000000000e+03 5.440341148276868662e-03 2.205208658352419190e-03
1.139000000000000000e+03 5.368843802521544757e-03 2.202293092421122971e-03
1.140000000000000000e+03 5.620683463342628604e-03 2.199302781168402301e-03
1.141000000000000000e+03 5.059693434466104242e-03 2.196259228221659771e-03
1.142000000000000000e+03 5.695332726431995285e-03 2.193148143530380522e-03
1.143000000000000000e+03 5.128845669631918423e-03 2.189976674887776035e-03
1.144000000000000000e+03 5.383839190886652477e-03 2.186737687475220644e-03
1.145000000000000000e+03 5.411931555243061631e-03 2.183438288266132971e-03
1.146000000000000000e+03 5.564662293164980740e-03 2.180078437651909729e-03
1.147000000000000000e+03 5.524053673945123789e-03 2.176658084545484914e-03
1.148000000000000000e+03 5.243211730027654005e-03 2.173170077792053057e-03
1.149000000000000000e+03 5.551305529284320667e-03 2.169621445477563308e-03
1.150000000000000000e+03 5.332326925915203963e-03 2.166012100871111522e-03
1.151000000000000000e+03 5.401319929786569697e-03 2.162341945893065612e-03
1.152000000000000000e+03 5.166460232472222351e-03 2.158610872416055239e-03
1.153000000000000000e+03 5.396597453091746786e-03 2.154825817096344548e-03
1.154000000000000000e+03 5.348322576207317942e-03 2.150972529840741287e-03
1.155000000000000000e+03 5.226494216941655543e-03 2.147064974111645690e-03
1.156000000000000000e+03 5.323311597627128182e-03 2.143095938135345692e-03
1.157000000000000000e+03 5.387900740229923519e-03 2.139072288944242339e-03
1.158000000000000000e+03 5.340905165910154496e-03 2.134993831951696296e-03
1.159000000000000000e+03 5.046294475178436309e-03 2.130860361451674626e-03
1.160000000000000000e+03 5.310092220382194896e-03 2.126671660536625513e-03
1.161000000000000000e+03 5.246372859367949212e-03 2.122427501014997366e-03
1.162000000000000000e+03 5.393753187601664500e-03 2.118134656437281084e-03
